Table (of Game struct)	Id	Field	New text
	198		수리할 아이템을 선택하십시오
	199		판매할 아이템을 선택하십시오
	200		판매
	201		정말입니까? 다시 클릭하면 새 게임이 시작됩니다
	202		대기 저항
	203		원거리
	204		신체 저항
	205		스킬
	206		스킬 목록
	207		스킬 포인트
	208		대지 저항
	209		주문력
	210		특수
	211		속도
	212		주문력
	213		정신 저항
	214		정신
	215		생명 감지
	216		능력치
	217		투명화
	218		제물
	219		신의 날
	220		석화
	221		운명
	222		일요일
	223		
	224		
	225		그랜드마스터
	226		감마는 게임의 상대적인 "밝기"를 조절합니다. 모니터에 따라 다를 수 있습니다.
	227		목요일
	228		해머핸즈
	229		고통 반사
	230		화요일
	231		기절
	232		미감정
	233		보존
	234		재생
	235		일시적 정확도
	236		치료 없이 대기
	237		새벽까지 대기
	238		5분 대기
	239		1시간 대기
	240		물 저항
	241		쇠약
	242		무기
	243		수요일
	244		출금
	245		년
	246		일시적 인내력
	247		일시적 지능
	248		일시적 행운
	249		일시적 개성
	250		%s이(가) 필요합니다
	251		확대
	252		축소
	253		기사
	254		기사
	255		챔피언
	256		성직자
	257		사제
	258		일시적 속도
	259		소서러
	260		마법사
	261		대마법사
	262		성기사
	263		십자군
	264		영웅
	265		궁수
	266		카드 버리기
	267		전투 마법사
	268		드루이드
	269		상급 드루이드
	270		대드루이드
	271		스태프
	272		검
	273		단검
	274		도끼
	275		창
	276		활
	277		메이스
	278		블래스터
	279		방패
	280		가죽 갑옷
	281		사슬 갑옷
	282		판금 갑옷
	283		화염 마법
	284		대기 마법
	285		물 마법
	286		대지 마법
	287		빛 마법
	288		어둠 마법
	289		영혼 마법
	290		정신 마법
	291		신체 마법
	292		아이템 감정
	293		상술
	294		아이템 수리
	295		체력 단련
	296		명상
	297		지각
	298		외교술
	299		소매치기
	300		함정 해제
	301		학습
	302		%s이(가) %d 골드를 훔쳤습니다!
	303		귀족
	304		관리
	305		농민
	306		학자
	307		도둑
	308		대장장이
	309		갑옷 장인
	310		가이드
	311		추적자
	312		길잡이
	313		선원
	314		항해사
	315		전문 치유사
	316		마스터 치유사
	317		교사
	318		무기 전문가
	319		무기 마스터
	320		견습생
	321		신비술사
	322		주문 마스터
	323		상인
	324		정찰병
	325		상담가
	326		변호사
	327		땜장이
	328		열쇠공
	329		광대
	330		굴뚝 청소부
	331		짐꾼
	332		보급관
	333		대리인
	334		은행가
	335		요리사
	336		주방장
	337		기수
	338		음유시인
	339		마법부여가
	340		지도 제작자
	341		바람의 마스터
	342		물의 마스터
	343		게이트 마스터
	344		수련사
	345		피리 부는 사람
	346		탐험가
	347		해적
	348		종자
	349		심령술사
	350		집시
	351		협상가
	352		사기꾼
	353		도둑
	354		농노
	355		재단사
	356		노동자
	357		농부
	358		통 제작자
	359		도예가
	360		직조공
	361		구두 수선공
	362		수로 파는 사람
	363		제분업자
	364		목수
	365		석공
	366		광대
	367		덫 사냥꾼
	368		거지
	369		가축 도둑
	370		사냥꾼
	371		필경사
	372		선교사
	373		바 추종자
	374		도박사
	375		비컨 설정
	376		%s이(가) 도둑질하다 걸렸습니다!
	377		%s은(는) 아무것도 훔치지 못했습니다!
	378		"%s %d년, %d일"
	379		혐오
	380		이미 %s 주문을 알고 있습니다
	381		%s을(를) 배울 기술이 없습니다
	382		그 플레이어는 %s입니다
	383		그의
	384		그녀
	385		경
	386		경
	387		숙녀
	388		영주
	389		귀부인
	390		형제
	391		자매
	392		비우호적
	393		딸
	394		알 수 없음
	395		아침
	396		하루
	397		저녁
	398		음료 주문
	399		중립
	400		주문 구매
	401		기술 비용: %lu
	402		우호적
	403		이미 %s 기술을 알고 있습니다
	404		%d일 후 %s에 도착
	405		여행 비용 %d 골드
	406		고용
	407		자세한 정보
	408		%s 해고
	409		%s을(를) 떠나시겠습니까?
	410		%s 떠나기
	411		%s 입장
	412		모든 캐릭터에게 추가 스킬 2개를 배정하고 보너스 포인트를 모두 사용해야 파티를 생성할 수 있습니다.
	413		50포인트를 초과하여 사용할 수 없습니다.
	414		이곳은 %d%s부터 %d%s까지 운영합니다
	415		1월
	416		2월
	417		3월
	418		4월
	419		5월
	420		6월
	421		7월
	422		8월
	423		9월
	424		10월
	425		11월
	426		12월
	427		%s은(는) %s할 상태가 아닙니다
	428		주문 실패
	429		%s - %s
	430		%s은(는) 이제 %lu 레벨이며 %lu 기술 포인트를 획득했습니다!
	431		노멀
	432		마스터
	433		전문가
	434		친밀
	435		%s와(과) 대화하기
	436		분
	437		분
	438		초
	439		초
	440		용맹
	441		가속
	442		석피
	443		축복
	444		앗!
	445		행운의 날
	446		감정 실패
	447		정밀
	448		수리 실패
	449		힘
	450		활성 주문: %s
	451		활성 파티 주문
	452		횃불
	453		마법사의 눈
	454		낙하 감쇠
	455		비행
	456		수면 보행
	457		수호자
	458		화염 보호
	459		전기 보호
	460		냉기 보호
	461		독 보호
	462		마법 보호
	463		유형: %s
	464		충전 횟수
	465		가치
	466		%lu 골드를 발견했습니다 (추종자가 %lu 가져감)!
	467		%lu 골드를 발견했습니다!
	468		여기를 클릭하면 기술 포인트 %d개를 사용합니다
	469		여기를 진행하려면 기술 포인트 %d개가 더 필요합니다
	470		%s 획득
	471		아이템(%s)을 발견했습니다!
	472		오전
	473		오후
	474		%s(으)로 귀환
	475		%s을(를) %s에 설정
	476		%s(으)로 설정
	477		이미 휴식 중입니다!
	478		턴제 모드에서는 휴식할 수 없습니다!
	479		여기서는 휴식할 수 없습니다!
	480		근처에 적대적인 적이 있습니다!
	481		조우!
	482		휴식에 필요한 식량이 부족합니다
	483		%s을(를) 준비된 주문으로 설정
	484		주문을 선택한 후 여기를 클릭하여 퀵 주문으로 설정
	485		%s 시전
	486		%s 선택
	487		이미 이 스킬을 마스터했습니다!
	488		스킬 포인트가 부족합니다!
	489		"현재 소지한 금은 %d, 은행에 예치된 금은 %d입니다"
	490		%d의 금과 아이템(%s)을(를) 발견했습니다!
	491		실내에서는 유성우를 시전할 수 없습니다!
	492		실외에서는 지옥불을 시전할 수 없습니다!
	493		공중에서는 점프를 시전할 수 없습니다!
	494		실내에서는 비행을 시전할 수 없습니다!
	495		실내에서는 별 폭발을 시전할 수 없습니다!
	496		유효한 대상이 없습니다!
	497		실외에서는 무지개 빛을 시전할 수 없습니다!
	498		약초상
	499		실내에서는 아마겟돈을 시전할 수 없습니다!
	500		현재 %lu의 금을 가지고 있습니다
	501		현재 %lu의 식량을 가지고 있습니다
	502		%lu의 식량을 발견했습니다
	503		%lu 골드를 잃었습니다
	504		%lu 식량을 잃었습니다
	505		읽는 중...
	506		로데릭
	507		알렉시스
	508		세레나
	509		졸탄
	510		성인
	511		천사급
	512		영광스러운
	513		명예로운
	514		존경받는
	515		평범한
	516		나쁜
	517		악질
	518		혐오스러운
	519		괴물 같은
	520		악명 높은
	521		아무것도 없습니다
	522		주문력 소비
	523		비콘 귀환
	524		또다시 죽음을 피했습니다!
	525		약제사
	526		시간
	527		감사합니다!
	528		더 드릴 것이 없습니다.
	529		죄송합니다만, 훈련을 제공할 수 없습니다.
	530		달
	531		위치
	532		나중에 다시 오십시오
	533		"파티가 가득 차서 합류할 수 없습니다"
	534		%s(이)가 되는 교육을 %s에서 받으려면 %lu 골드가 필요합니다
	535		배우기
	536		"당신의 기술이라면 여기서 교사로 일해도 되겠군요."
	537		%d 골드로 레벨 %d까지 훈련
	538		레벨 %d까지 훈련하려면 경험치 %d가 더 필요합니다
	539		아이템 구매
	540		아이템 판매
	541		아이템 감정
	542		아이템 수리
	543		특수 아이템
	544		다른 곳에서 지식을 구하십시오, %s - %s
	545		아이언피스트 성
	546		뉴 소피갈
	547		프리 헤이븐
	548		투기장
	549		블랙샤이어
	550		크리그스파이어
	551		화이트 캡
	552		실버 코브
	553		다크무어
	554		미스트
	555		부틀렉 베이 서부
	556		화산
	557		은둔자의 섬
	558		아이
	559		북부 섬
	560		남부 섬
	561		"죄송합니다, 다른 날에 오세요"
	562		무엇이든 하다
	563		가방이 가득 찼습니다!
	564		딸꾹...
	565		먼저 한잔하시지...
	566		황혼
	567		밤
	568		클럽
	569		완료!
	570		새것처럼 됐습니다!
	571		주문 준비: %s
	572		왼쪽으로 스크롤
	573		오른쪽으로 스크롤
	574		"삶과 죽음의 투기장에 오신 것을 환영합니다. 기억하십시오, 방문당 한 번의 투기장 전투만 허용됩니다. 투기장 전투를 하려면 자신의 능력에 가장 적합한 선택지를 고른 뒤 제게 돌아오십시오. 살아남는다면 말입니다..."
	575		몬스터를 소환하는 동안 잠시만 기다려 주십시오. 행운을 빕니다.
	576		승리를 축하합니다... 여기 보상입니다... %u 골드.
	577		겁쟁이들아, 다시 들어가라...
	578		페이지
	579		종자
	580		기사
	581		영주
	582		이번 방문에 이미 투기장에서 승리하셨습니다...
	583		투기장에서는 저장할 수 없습니다
	584		단축 주문 제거
	585		아이템 품질이 부족합니다
	586		주문력이 부족합니다
	587		공격 보너스
	588		공격 피해
	589		사격 보너스
	590		사격 피해
	591		매혹됨
	592		축소됨
	593		둔화됨
	594		약화됨
	595		지팡이
	596		사제
	597		외교관
	598		타락한 마법사
	599		고위 성직자
	600		현자
	601		좀비
	602		역사
	603		벌금 납부
	604		현상금 사냥
	605		현재 벌금
	606		납부
	607		노예화됨
	608		광분
	609		힘의 시간
	610		보호의 날
	611		아코메이지 플레이
	612		게임 데이터가 손상되었습니다! 코드=%d
	613		AutoSave.dod
	614		새 게임
	615		게임 저장
	616		게임 불러오기
	617		"사운드, 키보드, 게임 옵션..."
	618		종료
	619		게임으로 돌아가기
	620		규칙
	621		플레이
	622		승리 조건
	623		보너스
	624		물리
	625		면역
	626		저항
	627		저항력
	628		주문
	629		주문
	630		?
	631		효과
	632		%s 클래스는 이 기술 레벨을 배울 수 없습니다.
	633		이 기술 레벨은 %s 승급 후 배울 수 있습니다.
	634		또는
	635		%s이(가) %s을(를) 기절시켰습니다
	636		%s이(가) %s을(를) 마비시켰습니다
	637		%s이(가) 피해를 회피했습니다
	638		근처에 적대적인 생물이 있습니다!
	639		무승부!
	640		승리!
	641		패배!
	642		오류
	643		탑 건설 승리로!
	644		탑 건설 무승부로 인한 성벽 건설 승리로!
	645		탑 파괴 승리로!
	646		자원 승리로!
	647		탑 및 성벽 건설 무승부로 인한 자원 승리로!
	648		이 캐릭터는 더 이상 몬스터를 소환할 수 없습니다!
	649		소환됨
	650		현재 생명력
	651		강화됨
	652		수중에서는 그것을 할 수 없습니다!
	653		식량
	654		%s의 항아리
	655		%s의 항아리
	656		게임이 저장되었습니다!
	657		수중 호흡
	658		보상 받기
	659		x: %d y: %d
	660		익사 중입니다!
	661		화상을 입고 있습니다!
	662		강사
	663		%d일 동안 이동하여 %s에 도착합니다.
	664		이 파티를 수락하고 게임을 계속하려면 여기를 클릭하세요.
	665		확인 버튼
	666		모든 파티 능력치와 기술을 초기화합니다.
	667		초기화 버튼
	668		빼기
	669		선택한 기술의 포인트를 1점 차감하여 보너스 풀로 되돌립니다
	670		추가
	671		보너스 풀에서 포인트를 가져와 선택한 기술에 1점 추가합니다
	672		수많은 범죄와 악행으로 인해 1년 징역형을 선고받았습니다.
	673		미납된 벌금이 %lu 골드입니다. 지금 벌금을 내시겠습니까, 아니면 1년 동안 감옥에 수감되시겠습니까?
	674		일시적 힘
	675		훌륭합니다! 그 어떤 세계도 뒤처지지 않았습니다. 세 개의 서로 다른 영역에서 영웅의 길을 걸었을 뿐만 아니라, 이 모든 혼란의 원흉인 도망친 혼돈을 찾아 가두었습니다. 이제 엔로스, 안타가리치, 자데임은 모두 평안을 되찾을 것입니다. 그리고 버던트는 기록할 일이 산더미처럼 쌓였군요.
	676		훌륭합니다! 그 어떤 세계도 뒤처지지 않았습니다. 세 개의 서로 다른 영역에서 영웅의 길을 걸었을 뿐만 아니라, 이 모든 혼란의 원흉인 도망친 혼돈을 찾아 가두었습니다. 이제 엔로스, 안타가리치, 자데임은 모두 평안을 되찾을 것입니다. 그리고 버던트는 기록할 일이 산더미처럼 쌓였군요.
	677		네크로맨서
	678		리치
	679		클레릭
	680		태양의 사제
	681		나이트
	682		챔피언
	683		트롤
	684		워 트롤
	685		미노타우로스
	686		미노타우로스 로드
	687		다크 엘프
	688		다크 엘프 가주
	689		뱀파이어
	690		노스페라투
	691		드래곤
	692		그레이트 웜
	693		다크 엘프 능력
	694		뱀파이어 능력
	695		드래곤 능력
	696		방어력 절반
	697		근접 공격 전용
	698		피해량 절반
	699		실명
	700		매혹
	701		안개 형태
	702		공중 부양
	703		파티가 가득 찼습니다!
	704		예
	705		아니오
	706		앞으로
	707		뒤로
	708		왼쪽
	709		오른쪽
	710		외치기
	711		점프
	712		전투
	713		주문 준비
	714		공격
	715		작동
	716		주문
	717		통과
	718		캐릭터 전환
	719		퀘스트
	720		빠른 참조
	721		휴식
	722		역사
	723		자동 기록
	724		지도책
	725		항상 달리기
	726		위 보기
	727		아래 보기
	728		시점 중앙
	729		확대
	730		축소
	731		상승
	732		하강
	733		착륙
	734		그
	735		그녀
	736		그
	737		본 Might and Magic VIII 복사본은 등록되지 않았습니다. New World Computing의 Peter Ryu에게 전화해 주십시오: 818-889-5600 (내선 219)
	738		이 캐릭터를 해고하려면 해고 버튼을 다시 클릭하십시오...
	739		"Empty"라는 이름의 게임은 저장할 수 없습니다
	740		턴제 모드에서는 캐릭터를 해고할 수 없습니다!
	741		물약 조합법
	742		샘물
	743		오벨리스크
	744		예언가
	745		기타
	746		강사 위치
	747		QuikSave.dod
	748		Quick Save
	749		게임 저장 중
